PG,SG,SF,PF,C,G,F,UTIL,,Instructions
,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,GameInfo,TeamAbbrev 
,,,,,,,,,SG/SF,Trevor Ariza (9719255),Trevor Ariza,9719255,SG,5000,PHI@HOU 10/30/2017 08:00PM ET,HOU,
,,,,,,,,,PF/C,Frank Kaminsky (9719438),Frank Kaminsky,9719438,PF,5000,CHA@MEM 10/30/2017 08:00PM ET,CHA,
,,,,,,,,,C,Jonas Valanciunas (9719067),Jonas Valanciunas,9719067,C,4900,TOR@POR 10/30/2017 10:00PM ET,TOR,
,,,,,,,,,SG/SF,Tim Hardaway Jr. (9719180),Tim Hardaway Jr.,9719180,SG,4900,DEN@NY 10/30/2017 07:30PM ET,NY,
,,,,,,,,,SG/SF,Tyreke Evans (9719371),Tyreke Evans,9719371,SG,4900,CHA@MEM 10/30/2017 08:00PM ET,MEM,
,,,,,,,,,PG/SG,Austin Rivers (9719683),Austin Rivers,9719683,PG,4900,GS@LAC 10/30/2017 10:30PM ET,LAC,
,,,,,,,,,SF/PF,Wilson Chandler (9719128),Wilson Chandler,9719128,SF,4800,DEN@NY 10/30/2017 07:30PM ET,DEN,
,,,,,,,,,SF/PF,JaMychal Green (9719367),JaMychal Green,9719367,SF,4800,CHA@MEM 10/30/2017 08:00PM ET,MEM,
,,,,,,,,,SG/SF,Evan Turner (9719002),Evan Turner,9719002,SG,4700,TOR@POR 10/30/2017 10:00PM ET,POR,
,,,,,,,,,SG/SF,J.J. Redick (9719307),J.J. Redick,9719307,SG,4700,PHI@HOU 10/30/2017 08:00PM ET,PHI,
,,,,,,,,,SG/SF,Kyle Anderson (9718820),Kyle Anderson,9718820,SG,4600,SA@BOS 10/30/2017 07:30PM ET,SA,
,,,,,,,,,PG/SG,Tyler Johnson (9719510),Tyler Johnson,9719510,PG,4600,MIN@MIA 10/30/2017 07:30PM ET,MIA,
,,,,,,,,,PG,Jameer Nelson (9719737),Jameer Nelson,9719737,PG,4600,ORL@NO 10/30/2017 08:00PM ET,NO,
,,,,,,,,,SF/PF,Marcus Morris (9718761),Marcus Morris,9718761,SF,4500,SA@BOS 10/30/2017 07:30PM ET,BOS,
,,,,,,,,,SG/SF,Wesley Matthews (9718875),Wesley Matthews,9718875,SG,4500,DAL@UTA 10/30/2017 09:00PM ET,DAL,
,,,,,,,,,PG,Emmanuel Mudiay (9719132),Emmanuel Mudiay,9719132,PG,4400,DEN@NY 10/30/2017 07:30PM ET,DEN,
,,,,,,,,,PF/C,Dario Saric (9719312),Dario Saric,9719312,PF,4400,PHI@HOU 10/30/2017 08:00PM ET,PHI,
,,,,,,,,,PG/SG,Markelle Fultz (9719316),Markelle Fultz,9719316,PG,4400,PHI@HOU 10/30/2017 08:00PM ET,PHI,
,,,,,,,,,PG,T.J. McConnell (9719330),T.J. McConnell,9719330,PG,4400,PHI@HOU 10/30/2017 08:00PM ET,PHI,
,,,,,,,,,SG/SF,Jonathon Simmons (9719808),Jonathon Simmons,9719808,SG,4400,ORL@NO 10/30/2017 08:00PM ET,ORL,
,,,,,,,,,PG/SG,Terry Rozier (9718757),Terry Rozier,9718757,PG,4300,SA@BOS 10/30/2017 07:30PM ET,BOS,
,,,,,,,,,PF/C,Dirk Nowitzki (9718871),Dirk Nowitzki,9718871,PF,4300,DAL@UTA 10/30/2017 09:00PM ET,DAL,
,,,,,,,,,PG/SG,J.J. Barea (9718882),J.J. Barea,9718882,PG,4300,DAL@UTA 10/30/2017 09:00PM ET,DAL,
,,,,,,,,,PF/C,Kyle O'Quinn (9719185),Kyle O'Quinn,9719185,PF,4300,DEN@NY 10/30/2017 07:30PM ET,NY,
,,,,,,,,,PG,Jarrett Jack (9719189),Jarrett Jack,9719189,PG,4300,DEN@NY 10/30/2017 07:30PM ET,NY,
,,,,,,,,,PF/C,Taj Gibson (9719564),Taj Gibson,9719564,PF,4300,MIN@MIA 10/30/2017 07:30PM ET,MIN,
,,,,,,,,,SF/PF,Maurice Harkless (9719007),Maurice Harkless,9719007,SF,4200,TOR@POR 10/30/2017 10:00PM ET,POR,
,,,,,,,,,PF,Lucas Nogueira (9719074),Lucas Nogueira,9719074,PF,4200,TOR@POR 10/30/2017 10:00PM ET,TOR,
,,,,,,,,,PF/C,Jarell Martin (9719381),Jarell Martin,9719381,PF,4200,CHA@MEM 10/30/2017 08:00PM ET,MEM,
,,,,,,,,,SG/SF,E'Twaun Moore (9719744),E'Twaun Moore,9719744,SG,4200,ORL@NO 10/30/2017 08:00PM ET,NO,
,,,,,,,,,C,Nerlens Noel (9718880),Nerlens Noel,9718880,C,4100,DAL@UTA 10/30/2017 09:00PM ET,DAL,
,,,,,,,,,PF/C,Ed Davis (9719014),Ed Davis,9719014,PF,4100,TOR@POR 10/30/2017 10:00PM ET,POR,
,,,,,,,,,SG/SF,Courtney Lee (9719192),Courtney Lee,9719192,SG,4100,DEN@NY 10/30/2017 07:30PM ET,NY,
,,,,,,,,,SF/PF,P.J. Tucker (9719260),P.J. Tucker,9719260,SF,4100,PHI@HOU 10/30/2017 08:00PM ET,HOU,
,,,,,,,,,PG/SG,Jerryd Bayless (9719320),Jerryd Bayless,9719320,PG,4100,PHI@HOU 10/30/2017 08:00PM ET,PHI,
,,,,,,,,,PG/SG,Yogi Ferrell (9718886),Yogi Ferrell,9718886,PG,4000,DAL@UTA 10/30/2017 09:00PM ET,DAL,
,,,,,,,,,PG/SG,Seth Curry (9718890),Seth Curry,9718890,PG,4000,DAL@UTA 10/30/2017 09:00PM ET,DAL,
,,,,,,,,,PF,Caleb Swanigan (9719011),Caleb Swanigan,9719011,PF,4000,TOR@POR 10/30/2017 10:00PM ET,POR,
,,,,,,,,,SG/SF,Norman Powell (9719069),Norman Powell,9719069,SG,4000,TOR@POR 10/30/2017 10:00PM ET,TOR,
,,,,,,,,,PG/SG,Delon Wright (9719077),Delon Wright,9719077,PG,4000,TOR@POR 10/30/2017 10:00PM ET,TOR,
,,,,,,,,,PF/C,Mason Plumlee (9719139),Mason Plumlee,9719139,PF,4000,DEN@NY 10/30/2017 07:30PM ET,DEN,
,,,,,,,,,PG,Ramon Sessions (9719197),Ramon Sessions,9719197,PG,4000,DEN@NY 10/30/2017 07:30PM ET,NY,
,,,,,,,,,C,Joakim Noah (9719200),Joakim Noah,9719200,C,4000,DEN@NY 10/30/2017 07:30PM ET,NY,
,,,,,,,,,C,Jahlil Okafor (9719324),Jahlil Okafor,9719324,C,4000,PHI@HOU 10/30/2017 08:00PM ET,PHI,
,,,,,,,,,SG/SF,Dillon Brooks (9719376),Dillon Brooks,9719376,SG,4000,CHA@MEM 10/30/2017 08:00PM ET,MEM,
,,,,,,,,,SG/SF,James Ennis III (9719385),James Ennis III,9719385,SG,4000,CHA@MEM 10/30/2017 08:00PM ET,MEM,
,,,,,,,,,C,Cody Zeller (9719442),Cody Zeller,9719442,C,4000,CHA@MEM 10/30/2017 08:00PM ET,CHA,
,,,,,,,,,SG/SF,Nicolas Batum (9719444),Nicolas Batum,9719444,SG,4000,CHA@MEM 10/30/2017 08:00PM ET,CHA,
,,,,,,,,,SF,Michael Kidd-Gilchrist (9719449),Michael Kidd-Gilchrist,9719449,SF,4000,CHA@MEM 10/30/2017 08:00PM ET,CHA,
,,,,,,,,,SF/PF,Justise Winslow (9719514),Justise Winslow,9719514,SF,4000,MIN@MIA 10/30/2017 07:30PM ET,MIA,
,,,,,,,,,SG/SF,Shabazz Muhammad (9719568),Shabazz Muhammad,9719568,SG,4000,MIN@MIA 10/30/2017 07:30PM ET,MIN,
,,,,,,,,,SG/SF,Andre Iguodala (9719621),Andre Iguodala,9719621,SG,4000,GS@LAC 10/30/2017 10:30PM ET,GS,
,,,,,,,,,PG/SG,Milos Teodosic (9719687),Milos Teodosic,9719687,PG,4000,GS@LAC 10/30/2017 10:30PM ET,LAC,
,,,,,,,,,PG/SG,Ian Clark (9719740),Ian Clark,9719740,PG,4000,ORL@NO 10/30/2017 08:00PM ET,NO,
,,,,,,,,,SG/SF,Terrence Ross (9719803),Terrence Ross,9719803,SG,4000,ORL@NO 10/30/2017 08:00PM ET,ORL,
,,,,,,,,,PG/SG,Donovan Mitchell (9718942),Donovan Mitchell,9718942,PG,3900,DAL@UTA 10/30/2017 09:00PM ET,UTA,
,,,,,,,,,SG/SF,C.J. Miles (9719081),C.J. Miles,9719081,SG,3900,TOR@POR 10/30/2017 10:00PM ET,TOR,
,,,,,,,,,PF/C,Guillermo Hernangomez (9719202),Guillermo Hernangomez,9719202,PF,3900,DEN@NY 10/30/2017 07:30PM ET,NY,
,,,,,,,,,PF/C,Richaun Holmes (9719326),Richaun Holmes,9719326,PF,3900,PHI@HOU 10/30/2017 08:00PM ET,PHI,
,,,,,,,,,PG/SG,Malik Monk (9719452),Malik Monk,9719452,PG,3900,CHA@MEM 10/30/2017 08:00PM ET,CHA,
,,,,,,,,,SF/PF,Marvin Williams (9719456),Marvin Williams,9719456,SF,3900,CHA@MEM 10/30/2017 08:00PM ET,CHA,
,,,,,,,,,C,Aron Baynes (9718765),Aron Baynes,9718765,C,3800,SA@BOS 10/30/2017 07:30PM ET,BOS,
,,,,,,,,,PF,Pascal Siakam (9719105),Pascal Siakam,9719105,PF,3800,TOR@POR 10/30/2017 10:00PM ET,TOR,
,,,,,,,,,SF/PF,Juancho Hernangomez (9719135),Juancho Hernangomez,9719135,SF,3800,DEN@NY 10/30/2017 07:30PM ET,DEN,
,,,,,,,,,SF/PF,Luc Richard Mbah a Moute (9719264),Luc Richard Mbah a Moute,9719264,SF,3800,PHI@HOU 10/30/2017 08:00PM ET,HOU,
,,,,,,,,,PG,Mario Chalmers (9719395),Mario Chalmers,9719395,PG,3800,CHA@MEM 10/30/2017 08:00PM ET,MEM,
,,,,,,,,,SG,Jamal Crawford (9719573),Jamal Crawford,9719573,SG,3800,MIN@MIA 10/30/2017 07:30PM ET,MIN,
,,,,,,,,,PG,Tony Parker (9718825),Tony Parker,9718825,PG,3700,SA@BOS 10/30/2017 07:30PM ET,SA,
,,,,,,,,,PG/SG,Frank Ntilikina (9719214),Frank Ntilikina,9719214,PG,3700,DEN@NY 10/30/2017 07:30PM ET,NY,
,,,,,,,,,PG,Patty Mills (9718828),Patty Mills,9718828,PG,3600,SA@BOS 10/30/2017 07:30PM ET,SA,
,,,,,,,,,SG/SF,Manu Ginobili (9718831),Manu Ginobili,9718831,SG,3600,SA@BOS 10/30/2017 07:30PM ET,SA,
,,,,,,,,,SG/SF,Joe Johnson (9718946),Joe Johnson,9718946,SG,3600,DAL@UTA 10/30/2017 09:00PM ET,UTA,
,,,,,,,,,SF/PF,Michael Beasley (9719206),Michael Beasley,9719206,SF,3600,DEN@NY 10/30/2017 07:30PM ET,NY,
,,,,,,,,,PG/SG,Shaun Livingston (9719626),Shaun Livingston,9719626,PG,3600,GS@LAC 10/30/2017 10:30PM ET,GS,
,,,,,,,,,PF/C,Bismack Biyombo (9719813),Bismack Biyombo,9719813,PF,3600,ORL@NO 10/30/2017 08:00PM ET,ORL,
,,,,,,,,,SF/PF,Jonas Jerebko (9718951),Jonas Jerebko,9718951,SF,3500,DAL@UTA 10/30/2017 09:00PM ET,UTA,
,,,,,,,,,SG/SF,Thabo Sefolosha (9718955),Thabo Sefolosha,9718955,SG,3500,DAL@UTA 10/30/2017 09:00PM ET,UTA,
,,,,,,,,,PF/C,Noah Vonleh (9719018),Noah Vonleh,9719018,PF,3500,TOR@POR 10/30/2017 10:00PM ET,POR,
,,,,,,,,,PF/C,Kenneth Faried (9719143),Kenneth Faried,9719143,PF,3500,DEN@NY 10/30/2017 07:30PM ET,DEN,
,,,,,,,,,SF/PF,Doug McDermott (9719210),Doug McDermott,9719210,SF,3500,DEN@NY 10/30/2017 07:30PM ET,NY,
,,,,,,,,,SG/SF,Ben McLemore (9719390),Ben McLemore,9719390,SG,3500,CHA@MEM 10/30/2017 08:00PM ET,MEM,
,,,,,,,,,SG,Nick Young (9719630),Nick Young,9719630,SG,3500,GS@LAC 10/30/2017 10:30PM ET,GS,
,,,,,,,,,SF/PF,Dante Cunningham (9719749),Dante Cunningham,9719749,SF,3500,ORL@NO 10/30/2017 08:00PM ET,NO,
,,,,,,,,,PG/SG,Shabazz Napier (9719022),Shabazz Napier,9719022,PG,3400,TOR@POR 10/30/2017 10:00PM ET,POR,
,,,,,,,,,PF/C,Tarik Black (9719268),Tarik Black,9719268,PF,3400,PHI@HOU 10/30/2017 08:00PM ET,HOU,
,,,,,,,,,PG,Bobby Brown (9719278),Bobby Brown,9719278,PG,3400,PHI@HOU 10/30/2017 08:00PM ET,HOU,
,,,,,,,,,SF/PF,Chandler Parsons (9719398),Chandler Parsons,9719398,SF,3400,CHA@MEM 10/30/2017 08:00PM ET,MEM,
,,,,,,,,,SF/PF,Nemanja Bjelica (9719576),Nemanja Bjelica,9719576,SF,3400,MIN@MIA 10/30/2017 07:30PM ET,MIN,
,,,,,,,,,SF/PF,Wesley Johnson (9719691),Wesley Johnson,9719691,SF,3400,GS@LAC 10/30/2017 10:30PM ET,LAC,
,,,,,,,,,PF,Cheick Diallo (9719753),Cheick Diallo,9719753,PF,3400,ORL@NO 10/30/2017 08:00PM ET,NO,
,,,,,,,,,PG,Shelvin Mack (9719817),Shelvin Mack,9719817,PG,3400,ORL@NO 10/30/2017 08:00PM ET,ORL,
,,,,,,,,,SF/PF,Jonathan Isaac (9719820),Jonathan Isaac,9719820,SF,3400,ORL@NO 10/30/2017 08:00PM ET,ORL,
,,,,,,,,,PF/C,Zach Collins (9719026),Zach Collins,9719026,PF,3300,TOR@POR 10/30/2017 10:00PM ET,POR,
,,,,,,,,,C,Nene Hilario (9719272),Nene Hilario,9719272,C,3300,PHI@HOU 10/30/2017 08:00PM ET,HOU,
,,,,,,,,,SG/SF,Wayne Ellington (9719518),Wayne Ellington,9719518,SG,3300,MIN@MIA 10/30/2017 07:30PM ET,MIA,
,,,,,,,,,PF/C,Gorgui Dieng (9719580),Gorgui Dieng,9719580,PF,3300,MIN@MIA 10/30/2017 07:30PM ET,MIN,
,,,,,,,,,C,Zaza Pachulia (9719633),Zaza Pachulia,9719633,C,3300,GS@LAC 10/30/2017 10:30PM ET,GS,
,,,,,,,,,PF/C,David West (9719635),David West,9719635,PF,3300,GS@LAC 10/30/2017 10:30PM ET,GS,
,,,,,,,,,SG/SF,Pat Connaughton (9719042),Pat Connaughton,9719042,SG,3200,TOR@POR 10/30/2017 10:00PM ET,POR,
,,,,,,,,,PF/C,Amir Johnson (9719333),Amir Johnson,9719333,PF,3200,PHI@HOU 10/30/2017 08:00PM ET,PHI,
,,,,,,,,,PG,Michael Carter-Williams (9719460),Michael Carter-Williams,9719460,PG,3200,CHA@MEM 10/30/2017 08:00PM ET,CHA,
,,,,,,,,,PF/C,Bam Adebayo (9719538),Bam Adebayo,9719538,PF,3200,MIN@MIA 10/30/2017 07:30PM ET,MIA,
,,,,,,,,,PF/C,Dwight Powell (9718894),Dwight Powell,9718894,PF,3100,DAL@UTA 10/30/2017 09:00PM ET,DAL,
,,,,,,,,,PG/SG,Alec Burks (9718960),Alec Burks,9718960,PG,3100,DAL@UTA 10/30/2017 09:00PM ET,UTA,
,,,,,,,,,SG/SF,Timothe Luwawu-Cabarrot (9719337),Timothe Luwawu-Cabarrot,9719337,SG,3100,PHI@HOU 10/30/2017 08:00PM ET,PHI,
,,,,,,,,,PG/SG,Andrew Harrison (9719402),Andrew Harrison,9719402,PG,3100,CHA@MEM 10/30/2017 08:00PM ET,MEM,
,,,,,,,,,PF/C,Daniel Theis (9718767),Daniel Theis,9718767,PF,3000,SA@BOS 10/30/2017 07:30PM ET,BOS,
,,,,,,,,,PF/C,Guerschon Yabusele (9718771),Guerschon Yabusele,9718771,PF,3000,SA@BOS 10/30/2017 07:30PM ET,BOS,
,,,,,,,,,SG,Kadeem Allen (9718775),Kadeem Allen,9718775,SG,3000,SA@BOS 10/30/2017 07:30PM ET,BOS,
,,,,,,,,,SG/SF,Gordon Hayward (9718778),Gordon Hayward,9718778,SG,3000,SA@BOS 10/30/2017 07:30PM ET,BOS,
,,,,,,,,,SG,Jabari Bird (9718783),Jabari Bird,9718783,SG,3000,SA@BOS 10/30/2017 07:30PM ET,BOS,
,,,,,,,,,PF,Abdel Nader (9718786),Abdel Nader,9718786,PF,3000,SA@BOS 10/30/2017 07:30PM ET,BOS,
