"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"C","JaVale McGee",3000,"DET@GS 10/29/2017 08:30PM ET",9.500,"GS"
"PG","Dwight Buycks",3000,"DET@GS 10/29/2017 08:30PM ET",0,"DET"
"PG/SG","Langston Galloway",3000,"DET@GS 10/29/2017 08:30PM ET",15.400,"DET"
"SG/SF","Reggie Bullock",3000,"DET@GS 10/29/2017 08:30PM ET",2.250,"DET"
"PF/C","Eric Moreland",3000,"DET@GS 10/29/2017 08:30PM ET",2.500,"DET"
"PG","Quinn Cook",3000,"DET@GS 10/29/2017 08:30PM ET",2.000,"GS"
"PF/C","Jordan Bell",3000,"DET@GS 10/29/2017 08:30PM ET",10.150,"GS"
"C","Damian Jones",3000,"DET@GS 10/29/2017 08:30PM ET",0,"GS"
"SF/PF","Kevon Looney",3000,"DET@GS 10/29/2017 08:30PM ET",11.375,"GS"
"SG/SF","Patrick McCaw",3000,"DET@GS 10/29/2017 08:30PM ET",7.000,"GS"
"SF","Luis Montero",3000,"DET@GS 10/29/2017 08:30PM ET",0,"DET"
"PF/C","Henry Ellenson",3000,"DET@GS 10/29/2017 08:30PM ET",12.875,"DET"
"SG","Luke Kennard",3000,"DET@GS 10/29/2017 08:30PM ET",8.938,"DET"
"PF","Chris Boucher",3000,"DET@GS 10/29/2017 08:30PM ET",0,"GS"
"PG","Jose Calderon",3000,"NY@CLE 10/29/2017 07:00PM ET",3.750,"CLE"
"SF/PF","Lance Thomas",3000,"NY@CLE 10/29/2017 07:00PM ET",3.167,"NY"
"SG/SF","John Holland",3000,"NY@CLE 10/29/2017 07:00PM ET",0,"CLE"
"SF","Mindaugas Kuzminskas",3000,"NY@CLE 10/29/2017 07:00PM ET",0,"NY"
"SG","Damyean Dotson",3000,"NY@CLE 10/29/2017 07:00PM ET",0.833,"NY"
"PG","London Perrantes",3000,"NY@CLE 10/29/2017 07:00PM ET",0,"CLE"
"PF","Luke Kornet",3000,"NY@CLE 10/29/2017 07:00PM ET",0,"NY"
"PF","Isaiah Hicks",3000,"NY@CLE 10/29/2017 07:00PM ET",0,"NY"
"SG/SF","Cedi Osman",3000,"NY@CLE 10/29/2017 07:00PM ET",3.083,"CLE"
"PF/C","Ante Zizic",3000,"NY@CLE 10/29/2017 07:00PM ET",9.000,"CLE"
